Education_Level,Time_since_promotion,Growth_Rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,Attrition_rate,Ratio_Age_Time_of_service
4,2,47,0,3,6.0,4.0,0.1511,0.6307692307692307
4,2,25,1,4,5.0,2.0,0.1792,0.44
3,3,30,1,3,4.0,2.0,0.0085,0.15384615384615385
4,4,29,1,5,10.0,1.0,0.0976,0.325
4,1,57,1,2,9.0,2.0,0.2473,0.29411764705882354
4,4,59,2,1,5.0,3.0,0.677,0.21875
2,1,71,2,3,8.0,4.0,0.3793,0.25
4,2,71,0,3,3.0,2.0,0.044,0.09523809523809523
3,3,38,0,5,8.0,4.0,0.1925,0.1935483870967742
3,4,46,0,3,8.0,3.0,0.1893,0.20833333333333334
1,1,42,1,4,3.0,1.0,0.4382,0.09523809523809523
4,2,72,1,4,10.0,1.0,0.7534,0.21428571428571427
1,2,47,1,3,9.0,3.0,0.0091,0.4222222222222222
3,3,32,0,5,9.0,3.0,0.1954,0.38095238095238093
4,1,42,0,3,8.0,4.0,0.1485,0.4222222222222222
2,2,22,1,4,6.0,4.0,0.0016,0.5932203389830508
3,2,40,0,3,8.0,3.0,0.1918,0.24
4,2,33,1,5,9.0,4.0,0.9138,0.5319148936170213
3,1,37,1,4,8.0,1.0,0.1283,0.5283018867924528
3,1,35,1,3,1.0,2.0,0.1469,0.20592406426712145
2,2,67,2,1,5.0,1.0,0.0894,0.3684210526315789
2,2,54,0,5,8.0,3.0,0.4897,0.5102040816326531
3,4,57,0,3,6.0,3.0,0.0186,0.17857142857142858
3,2,40,1,5,4.0,2.0,0.157,0.18518518518518517
4,4,23,0,4,4.0,1.0,0.0848,0.24
1,1,31,1,3,9.0,1.0,0.119,0.05
1,3,72,1,3,3.0,1.0,0.3444,0.17391304347826086
4,1,37,1,3,5.0,1.0,0.1408,0.25
5,1,66,1,2,4.0,3.0,0.1828,0.09523809523809523
3,4,21,0,3,4.0,4.0,0.2605,0.3785699235734672
3,4,45,2,3,3.0,4.0,0.1072,0.2972972972972973
5,4,28,0,4,9.0,3.0,0.2698,0.29411764705882354
4,1,53,1,5,4.0,3.0,0.2194,0.25806451612903225
5,1,62,0,1,5.0,1.0,0.6559,0.5666666666666667
3,3,70,1,2,4.0,2.0,0.0864,0.09375
3,3,50,0,3,5.0,3.0,0.0396,0.48
3,3,32,1,2,4.0,2.0,0.7140000000000001,0.13636363636363635
3,4,27,1,1,5.0,3.0,0.0345,0.17391304347826086
3,1,51,1,3,6.0,2.0,0.2968,0.4727272727272727
3,3,30,1,3,6.0,3.0,0.111,0.625
3,3,61,0,2,6.0,2.0,0.0897,0.44
4,3,22,2,1,9.0,2.0,0.1523,0.3055555555555556
4,3,25,0,2,8.0,3.0,0.0873,0.11538461538461539
3,4,62,1,2,5.0,2.0,0.0954,0.1702127659574468
3,2,31,1,3,5.0,3.0,0.0782,0.12903225806451613
4,2,58,1,3,8.0,2.0,0.0825,0.24242424242424243
3,3,32,2,1,3.0,2.0,0.1272,0.5789473684210527
3,2,63,1,5,5.0,2.0,0.0728,0.4
5,3,49,1,3,7.0,3.0,0.2461,0.20833333333333334
3,4,34,0,2,7.0,4.0,0.1428,0.21428571428571427
3,1,48,1,1,7.0,3.0,0.4403,0.5
2,3,63,1,3,10.0,3.0,0.1443,0.21621621621621623
3,4,70,1,4,6.0,1.0,0.2596,0.20833333333333334
3,2,50,1,3,7.0,1.0,0.0089,0.20833333333333334
3,1,44,2,3,8.0,1.0,0.1319,0.050475989809795625
3,4,52,1,1,4.0,1.0,0.1105,0.34320677377853576
3,1,58,0,3,6.0,2.0,0.0411,0.20588235294117646
3,3,45,1,1,6.0,3.0,0.0303,0.13636363636363635
5,3,58,1,2,7.0,1.0,0.1159999999999999,0.24
3,1,35,1,3,4.0,4.0,0.0139,0.21428571428571427
3,3,74,1,1,6.0,3.0,0.1492,0.3584905660377358
3,1,27,1,3,7.0,4.0,0.1848,0.05
4,4,60,1,3,10.0,3.0,0.1989,0.49230769230769234
5,3,69,0,5,3.0,3.0,0.2755,0.403807918478365
4,2,48,0,2,4.0,2.0,0.1721,0.12121212121212122
4,1,21,0,1,10.0,4.0,0.1849,0.34285714285714286
5,2,59,1,2,7.0,3.0,0.6964,0.4642857142857143
3,3,41,0,2,7.0,1.0,0.2415,0.24
4,4,45,1,4,9.0,1.0,0.0988,0.2553191489361702
4,4,56,2,2,5.0,3.0,0.0435,0.4528301886792453
1,2,40,2,1,4.0,2.0,0.1806,0.47540983606557374
3,3,58,2,1,8.0,1.0,0.0236,0.13636363636363635
4,3,28,0,3,5.0,3.0,0.1411,0.17391304347826086
5,1,57,0,5,7.0,2.0,0.038,0.6814258624322409
2,1,29,0,3,8.0,3.0,0.0915,0.17391304347826086
2,2,22,1,3,7.0,3.0,0.2223,0.050475989809795625
3,2,69,1,4,5.0,3.0,0.7799,0.5172413793103449
4,1,59,1,1,8.0,3.0,0.0013,0.05
2,1,68,1,3,3.0,3.0,0.032,0.07571398471469343
1,1,33,2,3,5.0,1.0,0.0149,0.4166666666666667
3,1,49,1,1,9.0,4.0,0.0795,0.4772727272727273
4,1,48,0,1,9.0,3.0,0.1954,0.3617021276595745
3,2,73,1,3,4.0,3.0,0.177,0.07692307692307693
3,4,28,2,2,8.0,1.0,0.1255,0.39367835815773217
4,2,50,1,2,5.0,1.0,0.2903,0.3953488372093023
3,4,45,1,2,8.0,3.0,0.0324,0.5409836065573771
4,1,71,1,1,2.0,1.0,0.0278,0.3718073382600804
3,2,55,0,3,6.0,4.0,0.1301,0.3333333333333333
5,1,39,1,3,1.0,3.0,0.1474,0.18518518518518517
3,3,33,1,3,8.0,2.0,0.0394,0.13636363636363635
4,2,56,0,2,3.0,3.0,0.1153,0.19444444444444445
3,4,71,0,4,6.0,2.0,0.249,0.28125
4,1,40,0,2,8.0,3.0,0.0458,0.17391304347826086
4,0,65,1,2,4.0,4.0,0.1658,0.0
4,1,66,0,1,6.0,3.0,0.2483,0.3785699235734672
4,3,48,1,3,4.0,4.0,0.0734,0.17391304347826086
5,4,68,1,5,8.0,4.0,0.6363,0.80761583695673
2,3,25,1,3,9.0,1.0,0.1383,0.5689655172413793
3,4,64,0,3,6.0,2.0,0.1115,0.2974458706080643
3,3,55,2,3,6.0,3.0,0.1176,0.1111111111111111
3,1,68,1,5,7.0,1.0,0.1689999999999999,0.025237994904897813
3,4,20,1,2,8.0,1.0,0.3247,0.4888888888888889
3,2,67,1,1,10.0,4.0,0.1988,0.20833333333333334
4,4,63,0,3,6.0,2.0,0.019,0.14814814814814814
3,2,28,1,3,8.0,4.0,0.1507,0.2523799490489781
3,2,62,1,3,7.0,3.0,0.0482,0.28846153846153844
2,0,44,0,3,4.0,2.0,0.187,0.0
3,2,59,1,3,6.0,2.0,0.1969999999999999,0.2574050803339018
3,1,23,0,4,4.0,2.0,0.248,0.13636363636363635
3,3,68,1,4,10.0,1.0,0.2365,0.2777777777777778
5,1,40,1,4,4.0,2.0,0.057,0.5102040816326531
1,2,22,1,2,6.0,3.0,0.1618,0.09523809523809523
4,3,63,1,2,6.0,1.0,0.3521,0.3888888888888889
4,1,41,1,3,6.006293806322415,3.0,0.8597,0.25
4,1,42,1,2,7.0,2.0,0.1604,0.05
3,4,63,1,2,4.0,3.0,0.1864,0.5172413793103449
1,3,41,0,2,6.0,1.0,0.2383,0.07571398471469343
1,1,21,1,2,8.0,3.0,0.1198,0.10095197961959125
3,1,57,1,1,6.0,4.0,0.061,0.2909090909090909
1,3,66,0,5,4.0,1.0,0.3375,0.13636363636363635
3,4,71,0,3,10.0,4.0,0.107,0.13333333333333333
4,3,74,1,3,5.0,3.0,0.2327,0.13636363636363635
4,1,62,1,3,6.0,3.0,0.2565,0.2972972972972973
4,0,50,1,4,6.0,3.0,0.1261,0.0
4,2,63,1,3,5.0,3.0,0.0095,0.5614035087719298
3,3,48,1,3,8.0,4.0,0.0992,0.3076923076923077
1,2,30,1,4,4.0,3.0,0.8568,0.20408163265306123
3,2,62,2,1,7.0,4.0,0.7547,0.17391304347826086
4,4,51,1,4,4.0,1.0,0.2157,0.625
3,2,73,1,4,5.0,2.0,0.0883,0.3125
1,4,25,1,2,2.0,1.0,0.0701,0.2127659574468085
2,1,64,1,1,8.0,2.0,0.0832,0.559322033898305
4,4,69,0,3,8.0,1.0,0.1144,0.5192307692307693
4,2,22,0,2,4.0,4.0,0.4461,0.5471698113207547
3,2,62,1,5,6.0,2.0,0.1355,0.3333333333333333
3,1,23,2,3,2.0,4.0,0.0059,0.17391304347826086
3,3,51,0,3,7.0,1.0,0.1075,0.1111111111111111
3,2,63,1,4,5.0,4.0,0.0507,0.1875
4,1,55,0,2,6.0,1.0,0.7982,0.2903225806451613
5,2,39,1,3,7.0,2.0,0.0562,0.3333333333333333
1,4,56,1,4,6.0,2.0,0.0857,0.21428571428571427
1,1,52,1,3,7.0,4.0,0.1777,0.25806451612903225
3,2,46,1,3,8.0,1.0,0.5041,0.45
4,3,30,1,5,8.0,3.0,0.2521,0.4
3,2,74,2,3,8.0,2.0,0.1975,0.5178571428571429
5,1,35,0,3,4.0,1.0,0.0217,0.5538461538461539
5,2,21,2,5,9.0,2.0,0.158,0.20833333333333334
1,1,65,0,2,4.0,5.0,0.2229,0.35135135135135137
5,2,57,1,5,6.0,3.0,0.1135,0.22857142857142856
1,2,32,1,1,6.0,1.0,0.0114,0.41304347826086957
4,3,48,0,2,6.0,1.0,0.1119999999999999,0.46551724137931033
4,2,36,2,2,2.0,4.0,0.5837,0.21428571428571427
1,4,54,1,2,9.0,2.0,0.2472,0.3684210526315789
3,2,20,0,3,8.0,4.0,0.0716,0.29411764705882354
3,2,47,2,3,4.0,2.0,0.1697,0.5454545454545454
2,1,24,1,3,4.0,4.0,0.2869,0.11538461538461539
4,2,43,0,2,4.0,3.0,0.1609,0.13636363636363635
1,4,41,1,3,2.0,1.0,0.1314,0.3783783783783784
1,2,33,1,2,4.0,4.0,0.0199,0.09523809523809523
5,1,70,1,2,5.0,4.0,0.5484,0.1111111111111111
4,1,24,1,4,5.0,2.0,0.0389,0.2
3,2,46,0,2,8.0,4.0,0.3729,0.49019607843137253
5,1,61,0,3,6.0,3.0,0.0767,0.2894736842105263
3,1,35,2,3,5.0,4.0,0.2232,0.15384615384615385
4,2,60,1,2,4.0,4.0,0.1053,0.3783783783783784
4,3,25,1,3,8.0,2.0,0.1839,0.17391304347826086
1,3,41,1,3,6.0,1.0,0.1743,0.14285714285714285
4,4,55,1,3,4.0,2.0,0.0275,0.20833333333333334
3,2,33,1,3,4.0,3.0,0.2251,0.43548387096774194
4,1,68,2,2,4.0,4.0,0.0442,0.38461538461538464
1,2,55,1,5,8.0,4.0,0.0429,0.26666666666666666
3,2,35,1,3,4.0,1.0,0.0118,0.2972972972972973
3,3,35,0,3,2.0,3.0,0.6853,0.46296296296296297
4,1,67,1,2,6.0,3.0,0.1366,0.43103448275862066
1,1,30,0,2,5.0,2.0,0.9345,0.28125
3,3,74,1,3,9.0,1.0,0.0965,0.2692307692307692
4,1,21,1,4,4.0,2.0,0.1146,0.1111111111111111
3,2,37,1,4,4.0,3.0,0.1307,0.8833298216714234
3,3,30,1,2,8.0,3.0,0.0587,0.2857142857142857
5,3,67,1,1,7.0,3.0,0.5119,0.41818181818181815
5,4,44,0,1,4.0,4.0,0.4984,0.44616880591209646
5,1,23,2,2,7.0,2.0,0.1729,0.38636363636363635
3,1,39,1,5,5.0,2.0,0.1923,0.3333333333333333
5,3,37,1,3,6.0,1.0,0.0967,0.30303030303030304
2,1,56,1,3,6.0,2.0,0.1911,0.5714285714285714
3,1,72,1,4,8.0,2.0,0.1712,0.3898305084745763
2,2,71,1,2,8.0,4.0,0.1033,0.35
2,3,43,1,4,7.0,1.0,0.0558,0.55
3,2,20,1,4,4.0,3.0,0.952,0.26666666666666666
4,4,34,2,4,6.0,3.0,0.0607,0.3333333333333333
4,2,58,1,1,6.0,4.0,0.2928,0.17391304347826086
3,4,23,1,4,6.0,3.0,0.2948,0.17391304347826086
5,4,58,1,5,3.0,1.0,0.2484,0.4780380063343891
4,3,45,1,4,4.0,1.0,0.0119,0.2702702702702703
3,1,71,1,3,9.0,3.0,0.1208,0.3018867924528302
4,3,49,1,2,7.0,3.0,0.4287,0.14285714285714285
3,1,55,2,3,5.0,4.0,0.1626,0.546875
3,4,33,1,3,4.0,2.0,0.0794,0.4
1,3,70,1,2,6.0,3.0,0.0512,0.2564102564102564
4,4,71,1,1,5.0,3.0,0.1756,0.46808510638297873
3,4,61,1,3,6.0,4.0,0.0561,0.37777777777777777
4,1,43,0,4,6.0,4.0,0.059,0.20833333333333334
3,1,37,1,4,6.0,4.0,0.2635,0.25
3,1,71,2,3,6.0,1.0,0.0647,0.3620689655172414
3,4,32,0,1,9.0,3.0,0.0369,0.2788555036950603
4,2,31,0,3,3.0,2.0,0.2668,0.41025641025641024
3,1,63,0,4,1.0,3.0,0.0344,0.14814814814814814
3,1,62,1,1,2.0,3.0,0.0755,0.05
1,2,40,0,2,1.0,3.0,0.2714,0.07692307692307693
5,2,30,0,5,6.0,1.0,0.2623,0.04878048780487805
3,1,52,0,3,8.0,3.0,0.1761,0.35185185185185186
1,2,59,1,1,4.0,1.0,0.1484,0.3142857142857143
4,2,61,0,3,6.0,4.0,0.0058,0.5862068965517241
3,1,43,1,2,6.0,1.0,0.2136,0.125
1,1,30,0,2,4.0,3.0,0.1449,0.2222222222222222
3,1,46,1,2,7.0,1.0,0.2,0.35714285714285715
3,2,51,1,3,6.0,4.0,0.1932,0.30420600403097486
3,2,69,2,4,6.0,4.0,0.5404,0.09302325581395349
3,4,47,0,2,5.0,4.0,0.0817,0.34285714285714286
1,4,56,1,1,5.0,4.0,0.1445,0.5636363636363636
3,1,53,0,4,4.0,2.0,0.1869,0.24
5,1,45,0,3,10.0,3.0,0.1488,0.20833333333333334
4,3,37,0,5,6.0,3.0,0.1698,0.45
3,3,27,1,3,9.0,1.0,0.1429,0.2777777777777778
1,2,64,2,2,10.0,1.0,0.1525,0.3888888888888889
4,4,29,2,3,8.0,1.0,0.0825,0.2777777777777778
3,3,67,0,4,4.0,1.0,0.0329,0.3280939337636715
3,3,37,1,1,6.0,3.0,0.0563,0.17857142857142858
3,2,36,0,1,6.0,4.0,0.1817,0.4098360655737705
2,3,37,1,3,1.0,1.0,0.1386,0.609375
1,1,60,1,3,7.0,1.0,0.0222,0.13636363636363635
3,3,42,2,3,1.0,4.0,0.1732,0.45454545454545453
2,4,61,0,2,9.0,1.0,0.1368,0.17391304347826086
5,4,44,1,4,6.0,4.0,0.1016,0.3191489361702128
4,4,42,1,5,4.0,2.0,0.4007,0.21212121212121213
3,3,21,2,3,10.0,3.0,0.1022,0.35
5,4,51,1,2,6.0,1.0,0.3683,0.4307692307692308
3,3,72,1,1,2.0,1.0,0.0306,0.453125
2,3,63,2,1,8.0,3.0,0.1208,0.2
4,1,35,1,3,8.0,2.0,0.023,0.16279069767441862
4,3,41,1,2,5.0,4.0,0.1851,0.6190476190476191
3,1,39,2,2,2.0,2.0,0.1494,0.0967741935483871
2,1,57,2,1,8.0,2.0,0.3185,0.32432432432432434
3,2,48,1,2,8.0,2.0,0.1785,0.47692307692307695
3,1,23,0,1,6.0,1.0,0.2577,0.15217391304347827
3,1,53,1,4,5.0,2.0,0.6226,0.5166666666666667
4,3,47,1,2,7.0,2.0,0.2544,0.13636363636363635
2,2,55,1,3,4.0,2.0,0.1245,0.09523809523809523
3,2,47,2,2,8.0,4.0,0.2143,0.42592592592592593
1,4,72,0,4,8.0,1.0,0.3467,0.15384615384615385
4,1,25,1,3,7.0,1.0,0.1922,0.37777777777777777
4,2,66,1,3,6.0,4.0,0.1996,0.32653061224489793
3,1,44,1,4,5.0,1.0,0.0081,0.5538461538461539
5,3,62,1,5,6.0,3.0,0.0282,0.35
3,2,39,2,3,8.0,2.0,0.0817,0.22857142857142856
3,1,33,1,2,5.0,4.0,0.0177,0.5192307692307693
4,0,74,0,2,10.0,3.0,0.9743,0.0
4,4,58,2,1,10.0,2.0,0.7477,0.09523809523809523
4,2,38,0,4,4.0,3.0,0.1786,0.11538461538461539
5,2,64,1,5,6.0,4.0,0.0779,0.421875
4,1,23,1,2,9.0,4.0,0.1602,0.55
4,4,46,1,3,9.0,1.0,0.16,0.15384615384615385
3,4,45,1,4,6.0,3.0,0.1785,0.10095197961959125
3,2,20,0,5,8.0,1.0,0.115,0.13636363636363635
3,1,37,1,1,7.0,4.0,0.7254,0.24
4,3,39,0,2,4.0,1.0,0.0762,0.11538461538461539
3,1,32,2,2,5.0,4.0,0.2505,0.3877551020408163
2,1,54,1,2,4.0,3.0,0.1343,0.24
2,3,55,1,3,7.0,3.0,0.0451,0.48333333333333334
4,2,40,0,4,4.0,2.0,0.1064,0.48214285714285715
5,2,28,0,4,8.0,1.0,0.0435,0.38461538461538464
3,2,51,1,4,8.0,1.0,0.0777,0.21428571428571427
2,2,33,0,3,7.0,3.0,0.3254,0.2413793103448276
2,3,29,1,3,7.0,4.0,0.2563,0.4
3,4,26,1,4,2.0,1.0,0.8625,0.3958333333333333
4,2,59,1,5,8.0,2.0,0.0627,0.15142796942938686
3,1,21,0,2,7.0,4.0,0.7612,0.24
3,3,31,1,2,4.0,1.0,0.0995,0.13636363636363635
3,2,21,1,3,8.0,1.0,0.2757,0.3235294117647059
3,1,44,1,1,7.0,1.0,0.1674,0.3333333333333333
1,1,71,0,4,5.0,3.0,0.1247,0.3958333333333333
4,1,38,1,3,3.0,3.0,0.1542,0.21428571428571427
3,4,63,0,4,4.0,4.0,0.1506,0.26666666666666666
3,4,68,1,4,5.0,3.0,0.1667,0.3559322033898305
3,3,32,0,4,5.0,2.0,0.1161,0.3611111111111111
4,4,37,0,2,6.0,2.0,0.0144,0.5
3,1,58,1,3,8.0,4.0,0.1472,0.3333333333333333
2,3,56,1,4,7.0,1.0,0.07,0.17391304347826086
2,1,44,0,5,5.0,3.0,0.1094,0.5846153846153846
4,3,70,1,5,8.0,3.0,0.1469,0.5357142857142857
4,2,71,0,1,8.0,2.3878952639862643,0.1744,0.2702702702702703
4,2,51,0,3,7.0,4.0,0.0698,0.39655172413793105
3,2,31,1,3,6.0,4.0,0.0459,0.21428571428571427
4,4,31,0,2,8.0,1.0,0.008,0.2
1,1,43,0,1,5.0,2.0,0.1894,0.43137254901960786
1,2,26,0,3,9.0,3.0,0.353,0.5714285714285714
3,3,59,1,3,7.0,1.0,0.1956,0.2
3,3,36,0,2,6.0,4.0,0.0539,0.26666666666666666
3,0,56,0,5,6.0,2.0,0.1577,0.0
3,1,73,0,3,8.0,1.0,0.0988,0.6271186440677966
4,2,32,1,3,4.0,4.0,0.0085,0.20833333333333334
2,1,33,1,3,6.0,2.0,0.1971,0.13636363636363635
3,2,68,1,2,6.0,1.0,0.0282,0.1111111111111111
3,1,35,0,3,10.0,2.0,0.0666,0.425
4,3,62,0,3,8.0,3.0,0.0224,0.28125
4,4,59,1,3,2.0,3.0,0.1375,0.14814814814814814
5,2,52,1,2,7.0,2.0,0.0333,0.2564102564102564
3,4,65,1,2,2.0,3.0,0.7915,0.34615384615384615
4,4,33,1,1,9.0,3.0,0.0861,0.2777777777777778
3,2,46,1,5,8.0,1.0,0.3138,0.15384615384615385
5,1,71,0,3,8.0,1.0,0.0376,0.5
3,4,64,1,5,5.0,4.0,0.1131,0.21428571428571427
3,3,59,1,5,8.0,2.0,0.0425,0.24
1,2,32,1,2,8.0,4.0,0.1969,0.3392857142857143
3,1,49,1,2,4.0,3.0,0.2579,0.12121212121212122
3,1,60,1,3,6.0,4.0,0.1195,0.2523799490489781
4,3,51,1,4,6.0,2.0,0.0843,0.0967741935483871
3,2,39,0,3,5.0,1.0,0.1913,0.20689655172413793
4,1,43,1,2,4.0,1.0,0.1518,0.05
4,3,66,0,2,6.0,3.0,0.0417,0.17391304347826086
4,1,68,1,4,6.0,2.0,0.01,0.20408163265306123
5,2,51,0,5,8.0,2.0,0.1436,0.5932203389830508
5,3,54,1,2,6.0,3.0,0.1414,0.40625
3,1,73,2,1,4.0,1.0,0.3686,0.390625
3,3,48,1,3,9.0,3.0,0.768,0.28205128205128205
2,4,28,0,1,4.0,1.0,0.0913,0.47619047619047616
3,3,64,2,5,4.0,3.0,0.1745,0.20833333333333334
2,3,46,2,2,7.0,4.0,0.4931,0.2019039592391825
1,2,35,2,4,4.0,3.0,0.0915,0.1935483870967742
5,1,73,1,5,7.0,2.0,0.0628,0.3157894736842105
1,1,38,2,3,7.0,4.0,0.0137,0.11538461538461539
4,2,47,0,1,7.0,1.0,0.2865,0.38461538461538464
2,4,65,1,3,5.0,3.0,0.5025,0.4576271186440678
3,3,23,0,5,6.0,1.0,0.0665,0.5396825396825397
4,4,23,1,1,7.0,3.0,0.1626,0.43137254901960786
3,3,28,1,1,5.0,3.0,0.1732,0.2
2,3,27,1,3,2.0,2.0,0.1083,0.17391304347826086
2,2,43,1,3,5.0,1.0,0.1728,0.3090909090909091
3,1,70,1,3,5.0,1.0,0.2207,0.3829787234042553
3,2,32,2,2,5.0,3.0,0.4151,0.45
5,1,44,0,1,10.0,3.0,0.4278,0.3968253968253968
4,3,28,0,3,8.0,2.0,0.0904,0.21428571428571427
4,2,55,0,4,3.0,1.0,0.2444,0.21621621621621623
5,4,69,1,3,5.0,3.0,0.5028,0.5
3,1,30,0,3,6.0,1.0,0.0903,0.43333333333333335
4,2,50,1,4,8.0,3.0,0.1621,0.425531914893617
4,2,72,1,2,4.0,3.0,0.1259,0.07571398471469343
4,1,40,1,1,6.0,3.0,0.1251,0.4745762711864407
2,3,51,1,4,4.0,4.0,0.0414,0.59375
3,1,36,1,3,4.0,5.0,0.2155,0.05
3,2,61,1,3,5.0,1.0,0.1634,0.40540540540540543
1,1,28,1,1,7.0,1.0,0.0783,0.24
2,3,38,2,4,6.0,3.0,0.0029,0.4423076923076923
3,0,57,1,3,4.0,3.0,0.094,0.0
3,4,21,1,1,5.0,4.0,0.4449,0.5254237288135594
4,2,62,1,2,5.0,1.0,0.0804,0.4807692307692308
4,2,58,1,3,8.0,3.0,0.0448,0.4230769230769231
3,1,25,1,2,5.0,4.0,0.2559,0.21621621621621623
3,1,59,0,3,8.0,1.0,0.1171,0.5079365079365079
1,4,47,1,3,7.0,3.0,0.0676,0.45652173913043476
5,3,22,0,1,5.0,1.0,0.139,0.4897959183673469
4,1,69,0,3,8.0,3.0,0.1284,0.28
3,1,58,1,3,4.0,1.0,0.1775,0.17391304347826086
3,3,47,1,1,1.0,1.0,0.4057,0.22308440295604823
5,1,37,2,4,5.0,3.0,0.0871,0.15384615384615385
3,0,54,0,4,5.0,1.0,0.0143,0.0
3,3,40,1,3,6.0,3.0,0.0603,0.6
3,4,46,1,2,5.0,4.0,0.1491,0.3888888888888889
5,0,54,1,2,10.0,1.0,0.0553,0.0
3,3,73,2,2,6.0,4.0,0.0542,0.13636363636363635
3,1,70,0,3,8.0,4.0,0.1761,0.19148936170212766
2,2,38,0,1,7.0,3.0,0.2581,0.22
1,2,28,1,2,5.0,2.0,0.5473,0.5
4,4,69,1,4,2.0,1.0,0.4828,0.3142857142857143
1,3,54,2,2,9.0,3.0,0.1429,0.2926829268292683
3,1,20,2,1,5.0,2.0,0.0231,0.2702702702702703
2,4,59,1,1,8.0,4.0,0.1609,0.18518518518518517
2,1,44,2,5,8.0,4.0,0.0018,0.35294117647058826
3,2,24,1,2,9.0,1.0,0.7032,0.42105263157894735
3,1,30,1,3,6.0,3.0,0.2175,0.4
1,3,44,1,4,8.0,2.0,0.2868,0.29411764705882354
3,0,25,1,2,8.0,3.0,0.1277,0.0
4,3,30,2,2,10.0,2.0,0.2778,0.5076923076923077
4,1,25,1,5,6.0,4.0,0.0657,0.05
4,2,56,0,3,3.0,2.0,0.7086,0.20833333333333334
5,4,64,2,4,6.0,1.0,0.0026,0.15384615384615385
3,4,54,1,2,5.0,2.0,0.2446,0.3958333333333333
3,3,35,0,5,8.0,4.0,0.0401,0.2019039592391825
4,1,45,1,2,8.0,4.0,0.0136,0.4634146341463415
1,4,70,0,3,5.0,1.0,0.1083,0.17391304347826086
4,4,24,0,3,5.0,3.0,0.1563,0.32432432432432434
3,3,58,1,2,3.0,3.0,0.3678,0.49230769230769234
4,2,52,0,1,8.0,2.0,0.0454,0.1724137931034483
1,4,32,1,2,8.0,3.0,0.1595,0.45
4,3,27,0,2,8.0,3.0,0.0335,0.15142796942938686
4,4,41,1,2,5.0,3.0,0.0486,0.4807692307692308
5,4,47,0,2,7.0,1.0,0.1578,0.24
3,1,42,0,2,5.0,1.0,0.0594,0.13636363636363635
4,3,38,0,1,8.0,4.0,0.105,0.0967741935483871
5,3,62,0,1,8.0,2.0,0.0774,0.24
3,1,60,1,1,4.0,1.0,0.2991,0.17391304347826086
1,3,72,1,2,8.0,1.0,0.0421,0.1875
3,3,21,0,5,9.0,1.0,0.2258,0.32727272727272727
1,1,33,0,5,10.0,4.0,0.1789,0.2903225806451613
2,2,45,1,2,6.0,2.0,0.0169,0.07692307692307693
1,2,69,0,3,4.0,1.0,0.0542,0.20914162777129522
3,2,67,1,1,5.0,4.0,0.2293,0.25806451612903225
1,2,63,0,4,7.0,1.0,0.1028,0.2523799490489781
4,1,58,0,2,4.0,1.0,0.2651,0.2972972972972973
4,2,37,1,5,7.0,3.0,0.2374,0.09375
5,3,27,1,5,7.0,1.0,0.3498,0.5
2,2,71,1,5,7.0,2.0,0.1666,0.4444444444444444
4,2,32,1,1,6.0,3.0,0.0469,0.45161290322580644
3,1,35,0,5,5.0,3.0,0.1263,0.17391304347826086
1,3,68,0,2,5.0,3.0,0.1858,0.15142796942938686
3,3,58,1,1,8.0,1.0,0.0205,0.43859649122807015
5,4,67,1,2,2.0,4.0,0.1176,0.49056603773584906
4,3,68,0,1,5.0,3.0,0.0985,0.40476190476190477
4,1,22,1,5,5.0,2.0,0.1463,0.2271419541440803
3,3,31,0,2,6.0,4.0,0.0903,0.38095238095238093
4,3,73,1,3,6.0,4.0,0.7389,0.1111111111111111
4,3,68,0,1,7.0,1.0,0.088,0.32142857142857145
5,3,61,1,4,8.0,2.0,0.2996,0.35135135135135137
5,4,26,1,4,7.0,3.0,0.2992,0.34285714285714286
3,3,38,0,3,8.0,2.0,0.138,0.53125
3,1,70,1,3,7.0,2.0,0.2702,0.22580645161290322
4,3,48,1,2,7.0,1.0,0.2689999999999999,0.24
4,1,44,1,4,4.0,4.0,0.0466,0.14814814814814814
3,2,31,1,3,5.0,2.0,0.0728,0.09523809523809523
3,4,67,1,4,8.0,4.0,0.4362,0.21875
4,2,72,0,1,8.0,3.0,0.3889,0.09523809523809523
4,2,44,1,4,8.0,1.0,0.08,0.14285714285714285
4,1,32,1,2,3.0,2.0,0.1611,0.3076923076923077
3,3,20,1,4,3.0,3.0,0.0849,0.3111111111111111
4,3,61,1,5,7.0,4.0,0.1745,0.20689655172413793
3,4,25,0,3,6.0,2.0,0.1652,0.4107142857142857
4,4,36,2,1,8.0,4.0,0.0705,0.24
3,1,57,0,2,4.0,2.0,0.4048,0.1111111111111111
4,4,58,0,2,5.0,4.0,0.1214,0.4074074074074074
3,3,49,1,4,4.0,3.0,0.1532,0.6309498726224453
5,3,44,2,3,7.0,1.0,0.1067,0.15384615384615385
3,3,55,1,3,3.0,2.0,0.231,0.13636363636363635
3,2,52,1,2,7.0,3.0,0.0046,0.13636363636363635
1,1,24,1,2,6.0,4.0,0.2309,0.05
1,2,30,0,2,8.0,1.0,0.1161,0.1111111111111111
3,2,62,1,4,5.0,1.0,0.2914,0.17142857142857143
3,2,66,1,2,8.0,2.0,0.1218,0.28205128205128205
1,1,56,2,4,6.0,4.0,0.1169999999999999,0.6057118777175474
