Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,Predicciones
M,21.0,3,Married,Washington,R&D,Conceptual,2.0,2,53,1,1,6.0,type2,1.0,0
F,37.0,4,Single,Springfield,Operarions,Conceptual,14.0,2,42,1,3,9.0,type2,2.0,1
F,33.0,2,Married,Clinton,Logistics,Directive,5.0,3,49,2,3,4.0,type2,3.0,1
M,46.0,2,Married,Springfield,Sales,Directive,21.0,1,55,0,5,6.0,type3,2.0,1
F,32.0,4,Married,Franklin,Purchasing,Conceptual,7.0,4,59,2,1,5.0,type3,3.0,1
M,54.0,3,Married,Clinton,Sales,Directive,29.0,1,31,2,3,3.0,type2,2.0,1
F,26.0,3,Married,Springfield,Operarions,Conceptual,2.0,2,58,1,3,9.0,type2,3.0,1
F,42.0,1,Married,Washington,Logistics,Analytical,10.0,1,42,1,2,4.0,type2,3.0,1
F,54.0,4,Married,Washington,Accounting and Finance,Analytical,24.0,3,62,1,2,7.0,type0,2.0,0
F,27.0,4,Married,Franklin,Sales,Behavioral,5.0,4,64,1,3,6.0,type3,3.0,1
F,22.0,3,Single,Springfield,Purchasing,Directive,3.0,3,71,1,2,4.0,type2,3.0,0
M,63.0,3,Married,Clinton,IT,Analytical,38.0,2,28,2,5,7.0,type3,1.0,1
F,55.0,4,Married,Washington,Quality,Conceptual,29.0,1,66,1,3,4.0,type3,2.0,0
F,20.0,3,Single,Washington,IT,Conceptual,1.0,1,63,1,2,8.0,type2,4.0,0
M,55.0,3,Single,Franklin,Accounting and Finance,Directive,32.0,3,63,1,4,6.0,type2,1.0,1
F,56.0,1,Single,Lebanon,Human Resource Management,Directive,32.0,2,26,0,3,9.0,type3,3.0,1
F,34.0,4,Single,Clinton,Production,Behavioral,9.0,2,47,1,4,4.0,type3,1.0,1
F,26.0,3,Married,Springfield,R&D,Conceptual,4.0,1,56,2,1,10.0,type3,4.0,1
F,43.0,4,Single,Franklin,Human Resource Management,Analytical,10.0,4,48,2,2,7.0,type2,2.0,0
M,60.0,3,Single,Lebanon,R&D,Directive,31.0,1,62,1,5,4.0,type2,4.0,0
F,27.0,2,Married,Springfield,Sales,Directive,5.0,1,49,0,2,5.0,type3,3.0,1
F,51.0,3,Single,Lebanon,IT,Analytical,22.0,4,32,1,2,8.0,type2,1.0,1
F,60.0,3,Married,Springfield,Accounting and Finance,Analytical,27.0,2,46,1,3,8.0,type2,1.0,1
M,44.0,4,Single,Lebanon,Quality,Behavioral,14.0,2,48,1,3,6.0,type0,3.0,1
F,31.0,3,Married,Lebanon,Sales,Behavioral,3.0,2,73,0,4,9.0,type4,1.0,1
F,32.0,3,Married,Washington,IT,Directive,7.0,4,67,1,4,8.0,type3,4.0,1
F,54.0,5,Married,Springfield,Sales,Analytical,19.0,1,36,1,3,4.0,type3,3.0,0
F,47.0,3,Single,Franklin,Production,Behavioral,14.0,1,45,1,2,4.0,type2,1.0,0
F,23.0,5,Married,Franklin,Operarions,Behavioral,4.0,1,20,1,2,6.0,type3,3.0,1
M,40.0,1,Married,Lebanon,Logistics,Analytical,11.0,3,46,0,2,8.0,type3,1.0,0
M,35.0,4,Married,Springfield,Sales,Behavioral,12.0,1,23,2,3,5.0,type3,3.0,1
F,42.0,5,Married,Lebanon,Operarions,Behavioral,7.0,3,60,1,5,6.0,type3,1.0,0
M,43.0,3,Married,Washington,R&D,Directive,4.0,3,45,1,3,4.0,type3,2.0,0
M,59.0,3,Married,Lebanon,Operarions,Analytical,22.0,3,30,0,2,8.0,type3,1.0,0
M,35.0,4,Married,Springfield,Sales,Behavioral,12.0,1,23,2,3,5.0,type3,3.0,1
F,58.0,4,Single,Lebanon,IT,Conceptual,26.0,2,66,2,3,5.0,type2,1.0,0
F,58.0,1,Single,Franklin,Logistics,Conceptual,30.0,4,72,1,3,6.0,type3,4.0,1
M,52.0,4,Married,Springfield,Human Resource Management,Directive,16.0,1,32,1,2,3.0,type3,2.0,0
F,29.0,3,Married,Washington,Purchasing,Behavioral,5.0,1,32,1,3,5.0,type2,3.0,1
M,49.0,4,Married,Lebanon,Sales,Analytical,13.0,1,73,1,4,5.0,type2,1.0,1
M,22.0,4,Married,Springfield,Operarions,Conceptual,3.0,2,59,2,3,9.0,type3,2.0,1
F,23.0,4,Single,Washington,Logistics,Conceptual,4.0,2,70,1,3,8.0,type2,3.0,0
F,23.0,1,Married,Washington,Quality,Behavioral,4.0,3,38,1,3,4.0,type3,3.0,0
F,60.0,2,Married,Clinton,Production,Analytical,38.0,1,26,1,2,8.0,type2,3.0,0
F,47.0,4,Single,Lebanon,Security,Directive,18.0,2,68,0,3,7.0,type2,2.0,0
M,59.0,5,Married,Franklin,Purchasing,Analytical,31.0,2,50,0,1,8.0,type2,3.0,1
F,22.0,3,Married,Springfield,IT,Analytical,3.0,1,57,0,1,5.0,type3,4.0,1
F,20.0,2,Single,Clinton,Purchasing,Conceptual,1.0,1,49,1,3,5.0,type3,3.0,0
F,32.0,4,Married,Washington,R&D,Directive,8.0,3,61,1,2,7.0,type3,1.0,0
F,20.0,1,Single,Franklin,Sales,Directive,1.0,1,73,1,1,6.0,type3,3.0,1
F,38.0,1,Single,Lebanon,Quality,Behavioral,11.0,4,27,1,2,8.0,type4,3.0,1
F,35.0,5,Married,Lebanon,Sales,Conceptual,13.0,3,51,0,2,3.0,type1,3.0,1
M,20.0,3,Married,Franklin,Operarions,Analytical,1.0,1,46,1,3,5.0,type3,1.0,0
M,35.0,3,Married,Clinton,R&D,Directive,11.0,1,31,1,3,7.0,type3,4.0,0
F,31.0,2,Married,Clinton,Operarions,Analytical,9.0,3,51,1,3,7.0,type2,4.0,0
M,24.0,5,Married,Washington,Sales,Directive,5.0,3,22,1,4,9.0,type3,1.0,1
M,24.0,4,Married,Franklin,Logistics,Conceptual,5.0,2,41,0,2,5.0,type2,1.0,0
F,31.0,3,Married,Springfield,IT,Conceptual,8.0,3,62,0,3,8.0,type2,1.0,1
M,58.0,1,Single,Springfield,IT,Behavioral,31.0,2,74,1,4,5.0,type3,3.0,0
F,62.0,2,Single,Springfield,Logistics,Conceptual,31.0,4,28,1,3,4.0,type3,1.0,0
M,41.0,3,Married,Clinton,IT,Conceptual,13.0,3,49,2,4,5.0,type3,1.0,0
M,39.0,4,Married,Franklin,Human Resource Management,Directive,17.0,4,73,0,4,5.0,type3,1.0,0
F,28.0,4,Single,Springfield,Purchasing,Behavioral,6.0,2,36,2,2,2.0,type2,4.0,1
M,56.0,3,Married,Lebanon,Operarions,Directive,22.0,1,46,0,2,9.0,type2,1.0,0
M,37.0,3,Married,Franklin,Accounting and Finance,Conceptual,12.0,3,54,1,5,7.0,type3,1.0,0
F,42.0,3,Married,Washington,Security,Directive,9.0,3,50,0,3,5.0,type2,2.0,1
M,31.0,3,Single,Franklin,Operarions,Analytical,3.0,2,50,1,1,9.0,type3,4.0,0
F,51.0,2,Single,Springfield,Operarions,Analytical,12.0,1,60,1,4,8.0,type2,3.0,1
F,56.0,2,Married,Springfield,R&D,Analytical,17.0,4,60,2,4,9.0,type2,4.0,0
M,35.0,3,Single,Franklin,Purchasing,Directive,8.0,3,67,1,2,4.0,type0,3.0,1
F,65.0,1,Married,Lebanon,IT,Conceptual,39.0,3,57,0,2,8.0,type2,2.0,1
F,54.0,3,Married,Springfield,Sales,Analytical,17.0,2,33,1,3,2.0,type2,3.0,1
M,36.0,3,Single,Lebanon,Logistics,Analytical,13.0,3,34,1,4,6.0,type2,4.0,0
M,46.0,4,Married,Washington,Operarions,Conceptual,15.0,2,64,1,2,4.0,type2,3.0,0
M,65.0,4,Married,Lebanon,Sales,Directive,42.0,3,43,1,3,6.0,type3,1.0,1
M,38.0,2,Single,Franklin,Human Resource Management,Conceptual,10.0,4,41,2,5,4.0,type2,3.0,1
M,28.0,2,Married,Washington,Logistics,Conceptual,5.0,4,37,1,3,5.0,type3,2.0,1
F,35.0,4,Married,Lebanon,Logistics,Analytical,7.0,3,35,0,4,9.0,type2,2.0,0
F,41.0,4,Single,Lebanon,Purchasing,Behavioral,19.0,2,22,0,2,4.0,type2,1.0,1
F,47.0,3,Married,Springfield,Purchasing,Directive,15.0,2,45,1,3,10.0,type3,1.0,0
F,30.0,3,Single,Springfield,Sales,Directive,7.0,2,69,2,4,7.0,type2,4.0,0
F,25.0,4,Single,Clinton,Accounting and Finance,Analytical,6.0,4,25,1,3,4.0,type3,3.0,0
M,28.0,1,Married,Franklin,Accounting and Finance,Analytical,4.0,3,41,1,3,6.0,type4,1.0,0
M,58.0,2,Single,Lebanon,Sales,Conceptual,22.0,3,64,1,3,6.0,type3,3.0,0
M,29.0,2,Single,Franklin,Logistics,Behavioral,7.0,2,33,0,3,7.0,type2,3.0,1
F,58.0,2,Married,Lebanon,Sales,Behavioral,34.0,4,55,1,5,2.0,type3,3.0,0
F,22.0,4,Single,Springfield,Accounting and Finance,Conceptual,3.0,1,44,2,4,1.0,type3,2.0,0
F,21.0,2,Married,Washington,Logistics,Conceptual,2.0,2,53,0,2,5.0,type2,1.0,0
F,45.0,2,Married,Clinton,Quality,Directive,14.0,1,49,2,2,5.0,type2,1.0,0
M,50.0,3,Married,Washington,Operarions,Directive,16.0,4,29,1,2,5.0,type2,2.0,1
F,42.0,4,Married,Franklin,Accounting and Finance,Directive,20.0,4,69,1,2,8.0,type2,3.0,0
F,44.0,3,Single,Springfield,IT,Conceptual,17.0,2,45,2,3,5.0,type2,1.0,1
M,25.0,3,Married,Franklin,Purchasing,Directive,6.0,3,58,0,5,8.0,type3,4.0,1
F,59.0,3,Married,Lebanon,Operarions,Directive,31.0,3,41,0,1,4.0,type1,1.0,1
M,65.0,1,Single,Franklin,Purchasing,Conceptual,43.0,3,51,1,3,8.0,type3,3.0,0
F,32.0,3,Single,Springfield,Sales,Analytical,9.0,1,67,0,3,9.0,type2,3.0,1
M,45.0,4,Married,Lebanon,Purchasing,Directive,19.0,3,23,0,3,8.0,type2,3.0,0
F,35.0,1,Married,Springfield,Production,Analytical,7.0,2,39,1,4,2.0,type3,5.0,1
F,24.0,3,Married,Springfield,Operarions,Conceptual,5.0,3,46,0,4,7.0,type2,1.0,1
F,21.0,4,Married,Franklin,IT,Behavioral,2.0,2,22,0,3,8.0,type3,1.0,1
F,64.0,3,Married,Springfield,Accounting and Finance,Conceptual,40.0,1,39,2,2,8.0,type2,1.0,0
M,58.0,3,Married,Clinton,IT,Behavioral,29.0,4,52,1,4,5.0,type2,1.0,0
M,48.0,3,Single,Lebanon,Security,Directive,19.0,4,26,1,4,2.0,type4,1.0,1
F,22.0,3,Single,Franklin,Marketing,Conceptual,3.0,3,58,1,4,5.0,type3,2.0,1
F,60.0,1,Married,Clinton,IT,Conceptual,27.0,3,25,0,1,6.0,type2,2.0,1
M,30.0,3,Single,Franklin,Sales,Directive,6.0,3,43,0,2,7.0,type3,3.0,1
F,30.0,3,Married,Springfield,Human Resource Management,Analytical,7.0,4,51,0,1,6.0,type3,4.0,1
M,59.0,3,Married,Washington,Purchasing,Conceptual,28.0,2,58,0,5,8.0,type3,4.0,0
M,30.0,1,Married,Washington,Purchasing,Conceptual,7.0,2,35,1,3,3.0,type2,2.0,1
M,24.0,4,Married,Franklin,IT,Behavioral,5.0,2,54,0,3,8.0,type3,2.0,0
M,64.0,5,Married,Washington,Sales,Directive,39.0,1,69,1,3,4.0,type2,1.0,1
F,42.0,3,Married,Lebanon,Sales,Conceptual,13.0,3,25,0,4,8.0,type1,3.0,0
F,31.0,4,Married,Washington,Accounting and Finance,Analytical,6.0,4,39,1,3,8.0,type3,1.0,0
M,23.0,4,Single,Springfield,Quality,Conceptual,4.0,3,55,2,2,7.0,type3,2.0,0
F,35.0,4,Married,Lebanon,Operarions,Behavioral,7.0,1,45,1,4,3.0,type2,3.0,0
M,60.0,2,Married,Franklin,Accounting and Finance,Conceptual,34.0,1,66,1,3,5.0,type2,1.0,1
F,46.0,2,Married,Washington,Logistics,Conceptual,23.0,4,28,1,1,8.0,type2,3.0,0
M,24.0,4,Single,Springfield,Logistics,Analytical,5.0,4,57,1,3,6.0,type3,3.0,0
M,21.0,4,Single,Springfield,Purchasing,Analytical,2.0,2,60,1,2,8.0,type2,3.0,1
M,44.0,3,Married,Washington,Purchasing,Behavioral,14.0,4,69,1,5,3.0,type3,4.0,0
F,34.0,4,Married,Lebanon,Marketing,Behavioral,9.0,4,42,0,2,7.0,type2,3.0,0
F,20.0,1,Single,Franklin,Sales,Directive,1.0,1,73,1,1,6.0,type3,3.0,1
M,42.0,2,Married,Lebanon,Logistics,Analytical,14.0,3,73,1,2,9.0,type2,1.0,0
F,35.0,4,Married,Lebanon,IT,Conceptual,9.0,1,43,1,1,8.0,type2,3.0,0
F,23.0,3,Married,Washington,Logistics,Behavioral,4.0,1,65,1,3,4.0,type2,2.0,0
F,29.0,3,Single,Lebanon,IT,Directive,6.0,3,68,0,2,9.0,type3,2.0,0
F,50.0,4,Single,Clinton,Accounting and Finance,Conceptual,24.0,3,32,2,1,7.0,type2,1.0,1
F,26.0,3,Single,Franklin,Logistics,Conceptual,2.0,2,33,1,3,6.0,type2,3.0,0
F,58.0,3,Single,Franklin,Operarions,Behavioral,31.0,1,62,0,1,3.0,type3,2.0,1
F,25.0,3,Married,Clinton,Operarions,Conceptual,6.0,4,51,1,1,6.0,type2,4.0,1
M,39.0,3,Married,Lebanon,R&D,Conceptual,16.0,4,43,0,3,9.0,type2,1.0,0
M,23.0,1,Married,Springfield,IT,Analytical,4.0,3,35,2,3,5.0,type3,3.0,0
F,49.0,5,Single,Franklin,Operarions,Analytical,24.0,3,22,0,1,5.0,type2,1.0,1
F,59.0,3,Married,Franklin,Operarions,Analytical,30.0,3,68,0,3,5.0,type2,3.0,1
M,20.0,4,Married,Springfield,IT,Conceptual,1.0,1,57,0,3,7.0,type2,4.0,1
M,24.0,1,Married,Springfield,IT,Analytical,5.0,3,62,1,3,8.0,type3,3.0,0
M,60.0,3,Single,Clinton,Logistics,Conceptual,30.0,4,70,1,2,8.0,type2,3.0,1
F,60.0,1,Married,Clinton,IT,Conceptual,27.0,3,25,0,1,6.0,type2,2.0,1
M,49.0,3,Married,Washington,Operarions,Directive,13.0,3,23,1,4,6.0,type2,4.0,1
M,28.0,3,Single,Springfield,Logistics,Behavioral,4.0,3,28,2,3,8.0,type3,1.0,0
M,50.0,1,Married,Springfield,R&D,Behavioral,11.0,2,43,1,3,4.0,type3,1.0,0
F,51.0,3,Married,Springfield,Sales,Conceptual,24.0,1,49,2,3,1.0,type2,5.0,1
F,59.0,3,Married,Washington,Sales,Directive,22.0,4,41,1,5,9.0,type2,3.0,1
F,45.0,1,Married,Franklin,IT,Behavioral,23.0,4,57,1,3,10.0,type2,3.0,0
M,54.0,3,Married,Clinton,Sales,Directive,29.0,1,31,2,3,3.0,type2,2.0,1
M,22.0,5,Single,Franklin,Operarions,Conceptual,3.0,3,62,1,1,9.0,type3,3.0,1
F,61.0,3,Married,Clinton,Marketing,Analytical,26.0,3,60,1,3,8.0,type3,1.0,0
F,32.0,5,Single,Clinton,Purchasing,Analytical,10.0,3,37,1,4,7.0,type3,4.0,0
F,37.0,3,Single,Springfield,Accounting and Finance,Directive,10.0,1,47,2,1,5.0,type2,3.0,1
F,23.0,3,Single,Springfield,IT,Analytical,4.0,3,69,2,2,4.0,type4,1.0,0
F,52.0,2,Single,Lebanon,Human Resource Management,Behavioral,18.0,1,51,1,1,8.0,type3,3.0,1
F,19.0,1,Single,Washington,Logistics,Analytical,0.0,0,49,1,1,8.0,type2,4.0,1
F,19.0,3,Single,Springfield,Security,Analytical,0.0,0,40,1,3,5.0,type3,2.0,1
F,41.0,3,Married,Springfield,Logistics,Directive,19.0,4,39,1,5,10.0,type2,1.0,0
M,65.0,1,Single,Springfield,Sales,Conceptual,27.0,2,50,0,5,6.0,type3,4.0,0
F,35.0,3,Married,Washington,IT,Analytical,9.0,2,25,1,1,9.0,type2,1.0,1
M,29.0,2,Single,Franklin,Logistics,Behavioral,7.0,2,33,0,3,7.0,type2,3.0,1
F,52.0,2,Single,Franklin,Security,Directive,13.0,1,71,2,3,8.0,type2,4.0,1
F,22.0,4,Married,Springfield,Sales,Behavioral,3.0,3,39,0,3,4.0,type2,3.0,1
F,56.0,3,Married,Lebanon,R&D,Analytical,20.0,1,26,1,1,7.0,type2,1.0,1
F,23.0,4,Single,Springfield,IT,Analytical,4.0,4,46,0,4,8.0,type2,3.0,1
M,45.0,4,Married,Lebanon,Operarions,Directive,14.0,1,55,2,3,2.0,type3,2.0,0
M,38.0,4,Married,Lebanon,IT,Behavioral,15.0,4,62,1,5,7.0,type2,3.0,1
M,26.0,4,Married,Lebanon,Logistics,Analytical,3.0,3,28,0,5,5.0,type3,1.0,1
M,47.0,4,Single,Franklin,R&D,Analytical,25.0,2,33,1,5,9.0,type4,4.0,1
M,28.0,1,Married,Lebanon,R&D,Directive,6.0,2,54,1,5,7.0,type2,2.0,0
F,56.0,4,Single,Lebanon,Logistics,Analytical,33.0,3,41,2,3,6.0,type3,3.0,1
F,52.0,3,Married,Springfield,IT,Conceptual,20.0,1,68,1,3,6.0,type2,3.0,0
M,32.0,5,Married,Lebanon,R&D,Conceptual,9.0,1,61,1,2,5.0,type2,4.0,1
M,24.0,4,Single,Clinton,R&D,Directive,5.0,1,42,1,5,5.0,type2,1.0,1
F,45.0,1,Single,Washington,Logistics,Directive,19.0,2,29,2,2,5.0,type3,1.0,0
F,60.0,3,Married,Lebanon,Purchasing,Conceptual,24.0,2,27,0,5,7.0,type3,1.0,0
F,28.0,3,Single,Franklin,R&D,Analytical,4.0,2,46,0,4,7.0,type2,3.0,1
F,54.0,3,Single,Franklin,Production,Analytical,31.0,1,66,1,3,4.0,type2,2.0,0
M,31.0,3,Married,Springfield,Quality,Directive,2.0,2,56,1,2,1.0,type3,3.0,1
F,25.0,3,Married,Lebanon,Sales,Analytical,6.0,4,52,1,4,5.0,type3,1.0,0
M,38.0,4,Married,Clinton,IT,Conceptual,15.0,3,68,0,5,10.0,type3,2.0,0
M,25.0,4,Married,Franklin,Operarions,Directive,6.0,2,39,2,5,5.0,type2,3.0,1
M,32.0,3,Married,Washington,IT,Analytical,7.0,4,72,0,2,8.0,type0,4.0,0
F,47.0,3,Single,Washington,IT,Behavioral,18.0,4,71,1,1,6.0,type2,3.0,0
M,47.0,4,Single,Springfield,R&D,Analytical,11.0,2,32,0,3,5.0,type3,3.0,1
M,46.0,1,Married,Lebanon,Sales,Directive,16.0,1,44,0,4,9.0,type2,5.0,1
F,43.0,5,Married,Springfield,IT,Directive,9.0,1,51,0,2,8.0,type3,1.0,0
F,49.0,4,Married,Lebanon,Purchasing,Conceptual,13.0,2,53,1,2,4.0,type3,3.0,1
M,34.0,3,Married,Lebanon,R&D,Analytical,5.0,1,54,1,5,4.0,type3,2.0,1
M,30.0,4,Single,Lebanon,R&D,Behavioral,7.0,3,46,0,2,5.0,type2,4.0,1
F,19.0,3,Single,Washington,IT,Analytical,0.0,0,60,1,4,4.0,type3,1.0,0
M,29.0,5,Single,Franklin,Logistics,Analytical,5.0,1,48,2,3,7.0,type2,2.0,0
F,60.0,4,Married,Lebanon,Sales,Analytical,37.0,1,64,2,2,6.0,type2,3.0,0
M,59.0,5,Married,Franklin,Operarions,Analytical,27.0,2,29,1,3,3.0,type2,1.0,1
F,42.0,4,Single,Franklin,Purchasing,Analytical,7.0,4,71,1,1,8.0,type3,1.0,1
M,54.0,1,Single,Lebanon,Sales,Behavioral,20.0,3,49,1,1,10.0,type3,1.0,1
F,54.0,4,Married,Clinton,Purchasing,Analytical,26.0,1,54,0,5,4.0,type3,4.0,1
F,35.0,1,Single,Franklin,Logistics,Analytical,6.0,1,47,1,3,6.0,type2,3.0,1
M,29.0,4,Married,Lebanon,Human Resource Management,Directive,5.0,2,35,0,2,4.0,type3,1.0,0
F,23.0,3,Married,Lebanon,R&D,Analytical,4.0,4,54,0,4,7.0,type3,3.0,1
F,36.0,5,Married,Washington,Sales,Analytical,11.0,4,21,0,3,6.0,type2,1.0,1
M,31.0,3,Married,Springfield,Quality,Directive,2.0,2,56,1,2,1.0,type3,3.0,1
M,32.0,5,Single,Franklin,Production,Directive,8.0,4,38,1,5,7.0,type2,3.0,0
M,37.0,3,Single,Washington,Human Resource Management,Behavioral,10.0,2,22,1,2,8.0,type2,2.0,1
F,36.0,4,Single,Springfield,R&D,Conceptual,9.0,3,66,0,3,8.0,type2,3.0,1
F,26.0,3,Married,Clinton,Purchasing,Conceptual,3.0,1,48,2,2,10.0,type2,4.0,0
F,26.0,3,Married,Springfield,Purchasing,Behavioral,2.0,1,24,1,5,9.0,type3,1.0,1
F,47.0,1,Single,Springfield,Logistics,Directive,10.0,3,42,1,2,7.0,type2,1.0,1
F,32.0,3,Married,Lebanon,Logistics,Behavioral,5.0,1,35,1,1,9.0,type3,4.0,0
F,53.0,4,Single,Springfield,Production,Behavioral,25.0,1,24,1,1,6.0,type2,2.0,0
F,24.0,3,Single,Franklin,Operarions,Directive,5.0,3,60,1,5,9.0,type3,3.0,1
M,20.0,3,Married,Clinton,IT,Behavioral,1.0,1,40,1,3,7.0,type2,1.0,0
F,38.0,3,Single,Springfield,IT,Conceptual,11.0,2,62,1,1,8.0,type3,2.0,0
M,27.0,3,Single,Washington,IT,Analytical,5.0,2,38,1,1,5.0,type4,3.0,0
F,49.0,3,Single,Springfield,IT,Directive,10.0,1,59,1,2,3.0,type2,4.0,1
F,23.0,2,Married,Clinton,Logistics,Directive,4.0,1,29,0,3,8.0,type2,3.0,0
M,50.0,3,Married,Washington,Operarions,Directive,16.0,4,29,1,2,5.0,type2,2.0,1
M,25.0,4,Single,Lebanon,Operarions,Directive,6.0,4,67,0,3,10.0,type2,3.0,1
M,44.0,5,Married,Washington,IT,Analytical,13.0,4,57,0,2,4.0,type2,3.0,1
F,27.0,2,Single,Clinton,Sales,Analytical,4.0,4,36,1,2,5.0,type3,3.0,1
M,65.0,5,Single,Lebanon,IT,Directive,28.0,4,51,1,2,6.0,type3,1.0,1
F,50.0,2,Single,Lebanon,Sales,Behavioral,23.0,4,21,1,5,5.0,type3,4.0,0
F,58.0,1,Single,Springfield,Logistics,Behavioral,33.0,1,36,1,1,7.0,type2,3.0,1
F,21.0,4,Married,Franklin,R&D,Directive,2.0,1,71,1,3,8.0,type3,1.0,1
M,24.0,5,Married,Washington,Sales,Directive,5.0,3,22,1,4,9.0,type3,1.0,1
F,25.0,4,Single,Franklin,Sales,Directive,6.0,2,64,1,3,8.0,type2,4.0,0
F,42.0,5,Married,Lebanon,Sales,Analytical,4.0,1,54,0,2,8.0,type3,2.0,0
F,42.0,1,Single,Washington,Purchasing,Analytical,8.0,4,63,0,4,7.0,type3,3.0,1
F,44.0,3,Married,Lebanon,Operarions,Conceptual,5.0,2,36,1,3,6.0,type2,1.0,0
F,27.0,5,Married,Lebanon,Purchasing,Behavioral,3.0,1,70,1,2,5.0,type2,4.0,1
F,54.0,5,Single,Lebanon,Sales,Directive,17.0,2,29,0,1,5.0,type2,1.0,1
M,38.0,4,Married,Franklin,Logistics,Analytical,10.0,3,20,1,2,6.0,type4,4.0,1
F,42.0,5,Married,Lebanon,Operarions,Behavioral,7.0,3,60,1,5,6.0,type3,1.0,0
F,47.0,3,Single,Clinton,Logistics,Conceptual,24.0,3,40,1,4,8.0,type2,2.0,1
F,24.0,3,Married,Clinton,Operarions,Directive,5.0,1,51,1,3,5.0,type3,4.0,1
F,27.0,4,Married,Franklin,Sales,Behavioral,5.0,4,64,1,3,6.0,type3,3.0,1
M,46.0,1,Married,Washington,Accounting and Finance,Conceptual,19.0,2,67,1,1,7.0,type3,1.0,1
M,35.0,2,Single,Clinton,Human Resource Management,Analytical,11.0,1,66,1,5,4.0,type2,1.0,0
F,65.0,3,Married,Franklin,Operarions,Behavioral,27.0,3,71,2,2,7.0,type2,3.0,0
M,35.0,3,Single,Clinton,IT,Directive,13.0,3,38,1,2,8.0,type3,2.0,0
F,28.0,4,Single,Lebanon,R&D,Analytical,4.0,2,74,1,5,6.0,type4,1.0,0
M,21.0,2,Single,Springfield,IT,Analytical,2.0,2,65,2,2,8.0,type2,1.0,1
F,31.0,3,Married,Franklin,R&D,Behavioral,6.0,1,27,1,1,4.0,type0,2.0,0
M,53.0,4,Single,Springfield,Accounting and Finance,Behavioral,26.0,4,31,1,1,5.0,type1,2.0,1
M,63.0,3,Married,Springfield,Operarions,Directive,31.0,2,24,1,4,9.0,type3,4.0,1
M,37.0,3,Single,Lebanon,R&D,Conceptual,11.0,1,59,0,3,5.0,type2,3.0,1
M,34.0,3,Single,Washington,Human Resource Management,Analytical,5.0,2,62,1,4,9.0,type2,1.0,0
